BILLING_DOC,GPART,CONTRACT_ACCOUNT,PLAN_TYPE,BILLING_PERIOD,USAGE_UNITS,INVOICE_AMOUNT,CURRENCY,PAYMENT_STATUS,DUNNING_LEVEL,DUE_DATE
BILLDOC500246,BP100009,CA200008,BASIC,2026-04,91.64,544.82,INR,PAID,0,2026-04-22
BILLDOC500247,BP100009,CA200008,BASIC,2026-05,88.13,543.06,INR,OPEN,0,2026-05-22
BILLDOC500248,BP100009,CA200008,BASIC,2026-06,83.67,3058.54,INR,OPEN,0,2026-06-22
BILLDOC500249,BP100010,CA200009,BASIC,2024-02,144.14,571.07,INR,PAID,0,2024-02-22
BILLDOC500250,BP100010,CA200009,BASIC,2024-03,110.12,554.06,INR,PAID,0,2024-03-22
BILLDOC500251,BP100010,CA200009,BASIC,2024-04,68.48,533.24,INR,PAID,0,2024-04-22
BILLDOC500252,BP100010,CA200009,BASIC,2024-05,122.95,560.47,INR,PAID,0,2024-05-22
BILLDOC500253,BP100010,CA200009,BASIC,2024-06,153.05,575.53,INR,PAID,0,2024-06-22
BILLDOC500254,BP100010,CA200009,BASIC,2024-07,125.81,561.91,INR,PAID,0,2024-07-22
BILLDOC500255,BP100010,CA200009,BASIC,2024-08,62.02,530.01,INR,OPEN,0,2024-08-22
BILLDOC500256,BP100010,CA200009,BASIC,2024-09,87.89,542.95,INR,OVERDUE,3,2024-09-22
BILLDOC500257,BP100010,CA200009,BASIC,2024-10,131.67,564.84,INR,PAID,0,2024-10-22
BILLDOC500258,BP100010,CA200009,BASIC,2024-11,82.31,540.15,INR,PAID,0,2024-11-22
BILLDOC500259,BP100010,CA200009,BASIC,2024-12,111.1,554.55,INR,PAID,0,2024-12-22
BILLDOC500260,BP100010,CA200009,BASIC,2025-01,119.37,558.68,INR,OPEN,0,2025-01-22
BILLDOC500261,BP100010,CA200009,BASIC,2025-02,76.83,537.41,INR,PAID,0,2025-02-22
BILLDOC500262,BP100010,CA200009,BASIC,2025-03,98.51,548.26,INR,OPEN,0,2025-03-22
BILLDOC500263,BP100010,CA200009,BASIC,2025-04,18.97,508.48,INR,PAID,0,2025-04-22
BILLDOC500264,BP100010,CA200009,BASIC,2025-05,74.39,536.2,INR,OVERDUE,0,2025-05-22
BILLDOC500265,BP100010,CA200009,BASIC,2025-06,93.69,545.84,INR,PAID,0,2025-06-22
BILLDOC500266,BP100010,CA200009,BASIC,2025-07,68.81,533.4,INR,PAID,0,2025-07-22
BILLDOC500267,BP100010,CA200009,BASIC,2025-08,140.81,569.41,INR,PAID,0,2025-08-22
BILLDOC500268,BP100010,CA200009,BASIC,2025-09,64.25,531.12,INR,OPEN,0,2025-09-22
BILLDOC500269,BP100010,CA200009,BASIC,2025-10,89.0,543.5,INR,PAID,0,2025-10-22
BILLDOC500270,BP100010,CA200009,BASIC,2025-11,103.27,550.63,INR,PAID,0,2025-11-22
BILLDOC500271,BP100010,CA200009,BASIC,2025-12,136.03,567.02,INR,PAID,0,2025-12-22
BILLDOC500272,BP100010,CA200009,BASIC,2026-01,64.1,531.05,INR,PAID,0,2026-01-22
BILLDOC500273,BP100010,CA200009,BASIC,2026-02,129.08,563.54,INR,PAID,0,2026-02-22
BILLDOC500274,BP100010,CA200009,BASIC,2026-03,100.26,549.13,INR,OVERDUE,0,2026-03-22
BILLDOC500275,BP100010,CA200009,BASIC,2026-04,75.46,536.73,INR,PAID,0,2026-04-22
BILLDOC500276,BP100010,CA200009,BASIC,2026-05,111.55,554.78,INR,OPEN,0,2026-05-22
BILLDOC500277,BP100010,CA200009,BASIC,2026-06,104.98,551.49,INR,PAID,0,2026-06-22
BILLDOC500278,BP100011,CA200010,BASIC,2024-05,84.99,541.5,INR,PAID,0,2024-05-22
BILLDOC500279,BP100011,CA200010,BASIC,2024-06,101.75,549.87,INR,PAID,0,2024-06-22
BILLDOC500280,BP100011,CA200010,BASIC,2024-07,90.37,544.18,INR,OPEN,0,2024-07-22
BILLDOC500281,BP100011,CA200010,BASIC,2024-08,102.84,550.42,INR,OVERDUE,3,2024-08-22
BILLDOC500282,BP100011,CA200010,BASIC,2024-09,116.55,557.28,INR,PAID,0,2024-09-22
BILLDOC500283,BP100011,CA200010,BASIC,2024-10,139.65,568.83,INR,OPEN,0,2024-10-22
BILLDOC500284,BP100011,CA200010,BASIC,2024-11,69.05,533.53,INR,PAID,0,2024-11-22
BILLDOC500285,BP100011,CA200010,BASIC,2024-12,153.33,575.66,INR,PAID,0,2024-12-22
BILLDOC500286,BP100011,CA200010,BASIC,2025-01,51.2,524.6,INR,PAID,0,2025-01-22
BILLDOC500287,BP100011,CA200010,BASIC,2025-02,96.21,547.1,INR,PAID,0,2025-02-22
BILLDOC500288,BP100011,CA200010,BASIC,2025-03,114.71,556.35,INR,PAID,0,2025-03-22
BILLDOC500289,BP100011,CA200010,BASIC,2025-04,107.02,552.51,INR,PAID,0,2025-04-22
BILLDOC500290,BP100011,CA200010,BASIC,2025-05,84.43,541.22,INR,PAID,0,2025-05-22
BILLDOC500291,BP100011,CA200010,BASIC,2025-06,94.8,546.4,INR,OVERDUE,1,2025-06-22
BILLDOC500292,BP100011,CA200010,BASIC,2025-07,87.67,542.84,INR,PAID,0,2025-07-22
BILLDOC500293,BP100011,CA200010,BASIC,2025-08,85.27,2727.1,INR,PAID,0,2025-08-22
BILLDOC500294,BP100011,CA200010,BASIC,2025-09,121.24,559.62,INR,PAID,0,2025-09-22
BILLDOC500295,BP100011,CA200010,BASIC,2025-10,108.93,553.46,INR,PAID,0,2025-10-22
BILLDOC500296,BP100011,CA200010,BASIC,2025-11,82.68,540.34,INR,OPEN,0,2025-11-22
BILLDOC500297,BP100011,CA200010,BASIC,2025-12,122.49,560.24,INR,PAID,0,2025-12-22
BILLDOC500298,BP100011,CA200010,BASIC,2026-01,107.68,552.84,INR,PAID,0,2026-01-22
BILLDOC500299,BP100011,CA200010,BASIC,2026-02,120.32,559.16,INR,PAID,0,2026-02-22
BILLDOC500300,BP100011,CA200010,BASIC,2026-03,115.74,556.87,INR,PAID,0,2026-03-22
BILLDOC500301,BP100011,CA200010,BASIC,2026-04,79.28,538.64,INR,PAID,0,2026-04-22
BILLDOC500302,BP100011,CA200010,BASIC,2026-05,86.0,542.0,INR,PAID,0,2026-05-22
BILLDOC500303,BP100011,CA200010,BASIC,2026-06,118.68,558.34,INR,PAID,0,2026-06-22
BILLDOC500304,BP100012,CA200011,STANDARD,2024-06,115.26,1591.21,INR,PAID,0,2024-06-22
BILLDOC500305,BP100012,CA200011,STANDARD,2024-07,99.48,1578.58,INR,PAID,0,2024-07-22
BILLDOC500306,BP100012,CA200011,STANDARD,2024-08,102.93,1581.35,INR,OPEN,0,2024-08-22
BILLDOC500307,BP100012,CA200011,STANDARD,2024-09,131.94,1604.55,INR,OPEN,0,2024-09-22
BILLDOC500308,BP100012,CA200011,STANDARD,2024-10,85.21,1567.17,INR,PAID,0,2024-10-22
BILLDOC500309,BP100012,CA200011,STANDARD,2024-11,113.68,1589.94,INR,OVERDUE,0,2024-11-22
BILLDOC500310,BP100012,CA200011,STANDARD,2024-12,94.95,1574.96,INR,PAID,0,2024-12-22
BILLDOC500311,BP100012,CA200011,STANDARD,2025-01,94.56,1574.65,INR,PAID,0,2025-01-22
BILLDOC500312,BP100012,CA200011,STANDARD,2025-02,127.47,1600.98,INR,OPEN,0,2025-02-22
BILLDOC500313,BP100012,CA200011,STANDARD,2025-03,120.64,1595.51,INR,PAID,0,2025-03-22
BILLDOC500314,BP100012,CA200011,STANDARD,2025-04,120.34,1595.27,INR,PAID,0,2025-04-22
BILLDOC500315,BP100012,CA200011,STANDARD,2025-05,132.64,1605.11,INR,OPEN,0,2025-05-22
BILLDOC500316,BP100012,CA200011,STANDARD,2025-06,100.53,1579.42,INR,PAID,0,2025-06-22
BILLDOC500317,BP100012,CA200011,STANDARD,2025-07,117.05,7738.93,INR,PAID,0,2025-07-22
BILLDOC500318,BP100012,CA200011,STANDARD,2025-08,92.24,1572.79,INR,OPEN,0,2025-08-22
BILLDOC500319,BP100012,CA200011,STANDARD,2025-09,108.1,1585.48,INR,OPEN,0,2025-09-22
BILLDOC500320,BP100012,CA200011,STANDARD,2025-10,96.75,1576.4,INR,PAID,0,2025-10-22
BILLDOC500321,BP100012,CA200011,STANDARD,2025-11,102.42,1580.94,INR,PAID,0,2025-11-22
BILLDOC500322,BP100012,CA200011,STANDARD,2025-12,114.88,1590.9,INR,PAID,0,2025-12-22
BILLDOC500323,BP100012,CA200011,STANDARD,2026-01,79.54,1562.64,INR,PAID,0,2026-01-22
BILLDOC500324,BP100012,CA200011,STANDARD,2026-02,152.31,1620.85,INR,PAID,0,2026-02-22
BILLDOC500325,BP100012,CA200011,STANDARD,2026-03,74.85,1558.88,INR,PAID,0,2026-03-22
BILLDOC500326,BP100012,CA200011,STANDARD,2026-04,69.65,1554.72,INR,PAID,0,2026-04-22
BILLDOC500327,BP100012,CA200011,STANDARD,2026-05,128.95,1602.16,INR,OPEN,0,2026-05-22
BILLDOC500328,BP100012,CA200011,STANDARD,2026-06,119.79,1594.83,INR,PAID,0,2026-06-22
BILLDOC500329,BP100013,CA200012,BASIC,2024-02,115.6,556.8,INR,PAID,0,2024-02-22
BILLDOC500330,BP100013,CA200012,BASIC,2024-03,115.71,556.85,INR,PAID,0,2024-03-22
BILLDOC500331,BP100013,CA200012,BASIC,2024-04,99.69,548.85,INR,PAID,0,2024-04-22
BILLDOC500332,BP100013,CA200012,BASIC,2024-05,77.57,537.78,INR,PAID,0,2024-05-22
BILLDOC500333,BP100013,CA200012,BASIC,2024-06,101.9,549.95,INR,PAID,0,2024-06-22
BILLDOC500334,BP100013,CA200012,BASIC,2024-07,83.07,540.54,INR,PAID,0,2024-07-22
BILLDOC500335,BP100013,CA200012,BASIC,2024-08,124.38,561.19,INR,OVERDUE,0,2024-08-22
BILLDOC500336,BP100013,CA200012,BASIC,2024-09,96.32,547.16,INR,PAID,0,2024-09-22
BILLDOC500337,BP100013,CA200012,BASIC,2024-10,79.36,538.68,INR,PAID,0,2024-10-22
BILLDOC500338,BP100013,CA200012,BASIC,2024-11,91.97,544.98,INR,PAID,0,2024-11-22
BILLDOC500339,BP100013,CA200012,BASIC,2024-12,110.32,554.16,INR,PAID,0,2024-12-22
BILLDOC500340,BP100013,CA200012,BASIC,2025-01,85.91,541.95,INR,OPEN,0,2025-01-22
BILLDOC500341,BP100013,CA200012,BASIC,2025-02,79.44,538.72,INR,PAID,0,2025-02-22
BILLDOC500342,BP100013,CA200012,BASIC,2025-03,106.09,552.05,INR,PAID,0,2025-03-22
BILLDOC500343,BP100013,CA200012,BASIC,2025-04,106.12,552.06,INR,OPEN,0,2025-04-22
BILLDOC500344,BP100013,CA200012,BASIC,2025-05,87.33,542.66,INR,PAID,0,2025-05-22
BILLDOC500345,BP100013,CA200012,BASIC,2025-06,88.22,543.11,INR,OPEN,0,2025-06-22
BILLDOC500346,BP100013,CA200012,BASIC,2025-06,88.22,543.11,INR,OPEN,0,2025-06-22
BILLDOC500347,BP100013,CA200012,BASIC,2025-07,105.8,551.9,INR,PAID,0,2025-07-22
BILLDOC500348,BP100013,CA200012,BASIC,2025-08,63.8,530.9,INR,PAID,0,2025-08-22
BILLDOC500349,BP100013,CA200012,BASIC,2025-09,64.81,531.41,INR,PAID,0,2025-09-22
BILLDOC500350,BP100013,CA200012,BASIC,2025-10,82.04,540.02,INR,PAID,0,2025-10-22
BILLDOC500351,BP100013,CA200012,BASIC,2025-11,94.66,546.33,INR,PAID,0,2025-11-22
BILLDOC500352,BP100013,CA200012,BASIC,2025-12,107.77,552.89,INR,OPEN,0,2025-12-22
BILLDOC500353,BP100013,CA200012,BASIC,2026-01,136.88,567.44,INR,OPEN,0,2026-01-22
BILLDOC500354,BP100013,CA200012,BASIC,2026-02,121.44,559.72,INR,PAID,0,2026-02-22
BILLDOC500355,BP100013,CA200012,BASIC,2026-03,96.0,547.0,INR,OVERDUE,0,2026-03-22
BILLDOC500356,BP100013,CA200012,BASIC,2026-04,99.52,548.76,INR,PAID,0,2026-04-22
BILLDOC500357,BP100013,CA200012,BASIC,2026-05,74.94,536.47,INR,OPEN,0,2026-05-22
BILLDOC500358,BP100013,CA200012,BASIC,2026-06,99.54,-83.72,INR,OPEN,0,2026-06-22
BILLDOC500359,BP100014,CA200013,BASIC,2024-05,92.78,545.39,INR,OPEN,0,2024-05-22
BILLDOC500360,BP100014,CA200013,BASIC,2024-06,108.07,553.03,INR,OPEN,0,2024-06-22
BILLDOC500361,BP100014,CA200013,BASIC,2024-07,79.32,538.66,INR,PAID,0,2024-07-22
BILLDOC500362,BP100014,CA200013,BASIC,2024-08,112.98,555.49,INR,OPEN,0,2024-08-22
BILLDOC500363,BP100014,CA200013,BASIC,2024-09,138.32,568.16,INR,PAID,0,2024-09-22
BILLDOC500364,BP100014,CA200013,BASIC,2024-10,97.28,547.64,INR,OPEN,0,2024-10-22
BILLDOC500365,BP100014,CA200013,BASIC,2024-11,110.04,554.02,INR,OPEN,0,2024-11-22
BILLDOC500366,BP100014,CA200013,BASIC,2024-12,117.25,557.63,INR,PAID,0,2024-12-22
BILLDOC500367,BP100014,CA200013,BASIC,2025-01,89.97,543.98,INR,PAID,0,2025-01-22
BILLDOC500368,BP100014,CA200013,BASIC,2025-02,105.6,551.8,INR,PAID,0,2025-02-22
BILLDOC500369,BP100014,CA200013,BASIC,2025-03,100.31,549.16,INR,OVERDUE,0,2025-03-22
BILLDOC500370,BP100014,CA200013,BASIC,2025-04,102.44,550.22,INR,OPEN,0,2025-04-22
BILLDOC500371,BP100014,CA200013,BASIC,2025-05,80.67,539.34,INR,PAID,0,2025-05-22
BILLDOC500372,BP100015,CA200014,BASIC,2024-01,100.61,549.31,INR,PAID,0,2024-01-22
BILLDOC500373,BP100015,CA200014,BASIC,2024-02,112.45,555.22,INR,PAID,0,2024-02-22
BILLDOC500374,BP100015,CA200014,BASIC,2024-03,136.28,567.14,INR,PAID,0,2024-03-22
BILLDOC500375,BP100015,CA200014,BASIC,2024-04,123.98,560.99,INR,OPEN,0,2024-04-22
BILLDOC500376,BP100015,CA200014,BASIC,2024-05,153.83,575.91,INR,PAID,0,2024-05-22
BILLDOC500377,BP100015,CA200014,BASIC,2024-06,80.82,539.41,INR,PAID,0,2024-06-22
BILLDOC500378,BP100015,CA200014,BASIC,2024-07,121.81,559.9,INR,PAID,0,2024-07-22
BILLDOC500379,BP100015,CA200014,BASIC,2024-08,104.58,551.29,INR,OPEN,0,2024-08-22
BILLDOC500380,BP100015,CA200014,BASIC,2024-09,154.75,576.37,INR,PAID,0,2024-09-22
BILLDOC500381,BP100015,CA200014,BASIC,2024-10,79.79,538.9,INR,OPEN,0,2024-10-22
BILLDOC500382,BP100015,CA200014,BASIC,2024-11,79.01,538.5,INR,PAID,0,2024-11-22
BILLDOC500383,BP100015,CA200014,BASIC,2024-12,85.02,541.51,INR,OPEN,0,2024-12-22
BILLDOC500384,BP100015,CA200014,BASIC,2025-01,46.9,522.45,INR,PAID,0,2025-01-22
BILLDOC500385,BP100015,CA200014,BASIC,2025-02,86.86,542.43,INR,PAID,0,2025-02-22
BILLDOC500386,BP100015,CA200014,BASIC,2025-03,81.02,539.51,INR,OPEN,0,2025-03-22
BILLDOC500387,BP100015,CA200014,BASIC,2025-04,103.76,550.88,INR,PAID,0,2025-04-22
BILLDOC500388,BP100015,CA200014,BASIC,2025-05,108.54,553.27,INR,OPEN,0,2025-05-22
BILLDOC500389,BP100015,CA200014,BASIC,2025-06,146.9,572.45,INR,PAID,0,2025-06-22
BILLDOC500390,BP100015,CA200014,BASIC,2025-07,123.76,560.88,INR,PAID,0,2025-07-22
BILLDOC500391,BP100015,CA200014,BASIC,2025-08,85.58,541.79,INR,OPEN,0,2025-08-22
BILLDOC500392,BP100015,CA200014,BASIC,2025-09,77.54,537.77,INR,OPEN,0,2025-09-22
BILLDOC500393,BP100015,CA200014,BASIC,2025-10,112.3,555.15,INR,PAID,0,2025-10-22
BILLDOC500394,BP100015,CA200014,BASIC,2025-11,66.99,532.5,INR,OPEN,0,2025-11-22
BILLDOC500395,BP100015,CA200014,BASIC,2025-12,145.79,4.65,INR,PAID,0,2025-12-22
BILLDOC500396,BP100015,CA200014,BASIC,2026-01,129.49,563.74,INR,OVERDUE,2,2026-01-22
BILLDOC500397,BP100015,CA200014,BASIC,2026-02,88.27,543.14,INR,PAID,0,2026-02-22
BILLDOC500398,BP100015,CA200014,BASIC,2026-03,57.17,527.59,INR,PAID,0,2026-03-22
BILLDOC500399,BP100015,CA200014,BASIC,2026-04,133.85,565.92,INR,OVERDUE,1,2026-04-22
BILLDOC500400,BP100015,CA200014,BASIC,2026-05,97.14,547.57,INR,PAID,0,2026-05-22
BILLDOC500401,BP100015,CA200014,BASIC,2026-06,130.95,564.47,INR,PAID,0,2026-06-22
BILLDOC500402,BP100016,CA200015,BASIC,2024-06,60.14,529.07,INR,PAID,0,2024-06-22
BILLDOC500403,BP100016,CA200015,BASIC,2024-07,85.02,541.51,INR,PAID,0,2024-07-22
BILLDOC500404,BP100016,CA200015,BASIC,2024-08,100.13,549.07,INR,PAID,0,2024-08-22
BILLDOC500405,BP100016,CA200015,BASIC,2024-09,101.17,549.59,INR,PAID,0,2024-09-22
BILLDOC500406,BP100016,CA200015,BASIC,2024-10,88.75,543.37,INR,PAID,0,2024-10-22
BILLDOC500407,BP100016,CA200015,BASIC,2024-11,115.57,556.79,INR,PAID,0,2024-11-22
BILLDOC500408,BP100016,CA200015,BASIC,2024-12,73.31,535.65,INR,PAID,0,2024-12-22
BILLDOC500409,BP100016,CA200015,BASIC,2025-01,96.44,547.22,INR,PAID,0,2025-01-22
BILLDOC500410,BP100016,CA200015,BASIC,2025-02,103.01,550.5,INR,PAID,0,2025-02-22
BILLDOC500411,BP100016,CA200015,BASIC,2025-03,112.86,555.43,INR,PAID,0,2025-03-22
BILLDOC500412,BP100016,CA200015,BASIC,2025-04,117.79,557.9,INR,OPEN,0,2025-04-22
BILLDOC500413,BP100016,CA200015,BASIC,2025-05,71.88,534.94,INR,PAID,0,2025-05-22
BILLDOC500414,BP100016,CA200015,BASIC,2025-06,61.65,529.82,INR,PAID,0,2025-06-22
BILLDOC500415,BP100016,CA200015,BASIC,2025-07,131.94,564.97,INR,OPEN,0,2025-07-22
BILLDOC500416,BP100016,CA200015,BASIC,2025-08,108.31,553.15,INR,PAID,0,2025-08-22
BILLDOC500417,BP100016,CA200015,BASIC,2025-09,81.29,539.64,INR,PAID,0,2025-09-22
BILLDOC500418,BP100016,CA200015,BASIC,2025-10,138.78,568.39,INR,PAID,0,2025-10-22
BILLDOC500419,BP100016,CA200015,BASIC,2025-11,102.89,550.45,INR,PAID,0,2025-11-22
BILLDOC500420,BP100016,CA200015,BASIC,2025-12,129.48,563.74,INR,OVERDUE,3,2025-12-22
BILLDOC500421,BP100016,CA200015,BASIC,2026-01,101.69,549.84,INR,PAID,0,2026-01-22
BILLDOC500422,BP100016,CA200015,BASIC,2026-02,151.52,574.76,INR,OPEN,0,2026-02-22
BILLDOC500423,BP100016,CA200015,BASIC,2026-03,143.88,570.94,INR,PAID,0,2026-03-22
BILLDOC500424,BP100016,CA200015,BASIC,2026-04,93.78,545.89,INR,PAID,0,2026-04-22
BILLDOC500425,BP100016,CA200015,BASIC,2026-05,124.29,561.14,INR,PAID,0,2026-05-22
BILLDOC500426,BP100016,CA200015,BASIC,2026-06,116.13,557.07,INR,PAID,0,2026-06-22
BILLDOC500427,BP100017,CA200016,STANDARD,2024-05,134.22,1606.37,INR,PAID,0,2024-05-22
BILLDOC500428,BP100017,CA200016,STANDARD,2024-06,75.88,1559.7,INR,PAID,0,2024-06-22
BILLDOC500429,BP100017,CA200016,STANDARD,2024-07,117.15,1592.72,INR,PAID,0,2024-07-22
BILLDOC500430,BP100017,CA200016,STANDARD,2024-08,126.46,1600.17,INR,PAID,0,2024-08-22
BILLDOC500431,BP100017,CA200016,STANDARD,2024-09,56.03,1543.83,INR,PAID,0,2024-09-22
BILLDOC500432,BP100017,CA200016,STANDARD,2024-10,70.42,1555.33,INR,PAID,0,2024-10-22
BILLDOC500433,BP100017,CA200016,STANDARD,2024-11,49.02,1538.22,INR,OVERDUE,3,2024-11-22
BILLDOC500434,BP100017,CA200016,STANDARD,2024-12,93.26,1573.61,INR,PAID,0,2024-12-22
BILLDOC500435,BP100017,CA200016,STANDARD,2025-01,117.94,1593.35,INR,PAID,0,2025-01-22
BILLDOC500436,BP100017,CA200016,STANDARD,2025-02,137.56,1609.05,INR,PAID,0,2025-02-22
BILLDOC500437,BP100017,CA200016,STANDARD,2025-03,101.85,1580.48,INR,PAID,0,2025-03-22
BILLDOC500438,BP100017,CA200016,STANDARD,2025-04,140.72,1611.57,INR,OPEN,0,2025-04-22
BILLDOC500439,BP100017,CA200016,STANDARD,2025-05,65.5,1551.4,INR,PAID,0,2025-05-22
BILLDOC500440,BP100017,CA200016,STANDARD,2025-06,57.42,1544.93,INR,PAID,0,2025-06-22
BILLDOC500441,BP100017,CA200016,STANDARD,2025-07,98.61,1577.89,INR,PAID,0,2025-07-22
BILLDOC500442,BP100017,CA200016,STANDARD,2025-08,109.6,1586.68,INR,PAID,0,2025-08-22
BILLDOC500443,BP100017,CA200016,STANDARD,2025-09,99.18,1578.35,INR,OVERDUE,2,2025-09-22
BILLDOC500444,BP100017,CA200016,STANDARD,2025-10,48.31,1537.65,INR,PAID,0,2025-10-22
BILLDOC500445,BP100017,CA200016,STANDARD,2025-11,97.77,1577.22,INR,PAID,0,2025-11-22
BILLDOC500446,BP100017,CA200016,STANDARD,2025-12,67.39,1552.91,INR,PAID,0,2025-12-22
BILLDOC500447,BP100017,CA200016,STANDARD,2026-01,116.74,1592.39,INR,PAID,0,2026-01-22
BILLDOC500448,BP100017,CA200016,STANDARD,2026-02,109.16,1586.33,INR,PAID,0,2026-02-22
BILLDOC500449,BP100017,CA200016,STANDARD,2026-03,76.5,1560.2,INR,PAID,0,2026-03-22
BILLDOC500450,BP100017,CA200016,STANDARD,2026-04,87.15,1568.72,INR,PAID,0,2026-04-22
BILLDOC500451,BP100017,CA200016,STANDARD,2026-05,73.52,1557.82,INR,PAID,0,2026-05-22
BILLDOC500452,BP100017,CA200016,STANDARD,2026-06,98.43,1577.75,INR,PAID,0,2026-06-22
BILLDOC500453,BP100018,CA200017,BASIC,2024-03,123.88,560.94,INR,PAID,0,2024-03-22
BILLDOC500454,BP100018,CA200017,BASIC,2024-04,75.36,536.68,INR,OPEN,0,2024-04-22
BILLDOC500455,BP100018,CA200017,BASIC,2024-05,112.6,555.3,INR,PAID,0,2024-05-22
BILLDOC500456,BP100018,CA200017,BASIC,2024-06,86.74,542.37,INR,PAID,0,2024-06-22
BILLDOC500457,BP100018,CA200017,BASIC,2024-07,80.18,539.09,INR,PAID,0,2024-07-22
BILLDOC500458,BP100018,CA200017,BASIC,2024-08,97.32,547.66,INR,PAID,0,2024-08-22
BILLDOC500459,BP100018,CA200017,BASIC,2024-09,74.12,536.06,INR,PAID,0,2024-09-22
BILLDOC500460,BP100018,CA200017,BASIC,2024-10,86.16,542.08,INR,PAID,0,2024-10-22
BILLDOC500461,BP100018,CA200017,BASIC,2024-11,70.05,534.03,INR,PAID,0,2024-11-22
BILLDOC500462,BP100018,CA200017,BASIC,2024-12,149.12,573.56,INR,PAID,0,2024-12-22
BILLDOC500463,BP100018,CA200017,BASIC,2025-01,100.88,549.44,INR,PAID,0,2025-01-22
BILLDOC500464,BP100018,CA200017,BASIC,2025-02,82.51,540.25,INR,PAID,0,2025-02-22
BILLDOC500465,BP100018,CA200017,BASIC,2025-03,105.35,551.67,INR,OPEN,0,2025-03-22
BILLDOC500466,BP100018,CA200017,BASIC,2025-04,97.19,547.6,INR,OPEN,0,2025-04-22
BILLDOC500467,BP100018,CA200017,BASIC,2025-04,97.19,547.6,INR,OPEN,0,2025-04-22
BILLDOC500468,BP100018,CA200017,BASIC,2025-05,94.48,546.24,INR,PAID,0,2025-05-22
BILLDOC500469,BP100018,CA200017,BASIC,2025-06,115.35,556.68,INR,PAID,0,2025-06-22
BILLDOC500470,BP100018,CA200017,BASIC,2025-07,118.94,558.47,INR,PAID,0,2025-07-22
BILLDOC500471,BP100018,CA200017,BASIC,2025-08,86.74,542.37,INR,PAID,0,2025-08-22
BILLDOC500472,BP100018,CA200017,BASIC,2025-09,85.6,541.8,INR,PAID,0,2025-09-22
BILLDOC500473,BP100018,CA200017,BASIC,2025-10,93.12,545.56,INR,PAID,0,2025-10-22
BILLDOC500474,BP100018,CA200017,BASIC,2025-11,42.45,520.23,INR,PAID,0,2025-11-22
BILLDOC500475,BP100018,CA200017,BASIC,2025-12,62.12,530.06,INR,PAID,0,2025-12-22
BILLDOC500476,BP100018,CA200017,BASIC,2026-01,134.17,566.09,INR,OPEN,0,2026-01-22
BILLDOC500477,BP100018,CA200017,BASIC,2026-02,141.12,569.56,INR,PAID,0,2026-02-22
BILLDOC500478,BP100018,CA200017,BASIC,2026-03,93.77,545.89,INR,PAID,0,2026-03-22
BILLDOC500479,BP100018,CA200017,BASIC,2026-04,114.41,556.21,INR,OPEN,0,2026-04-22
BILLDOC500480,BP100018,CA200017,BASIC,2026-05,107.78,552.89,INR,OVERDUE,2,2026-05-22
BILLDOC500481,BP100018,CA200017,BASIC,2026-06,176.97,587.49,INR,PAID,0,2026-06-22
BILLDOC500482,BP100019,CA200018,BASIC,2024-06,127.99,562.99,INR,PAID,0,2024-06-22
BILLDOC500483,BP100019,CA200018,BASIC,2024-07,96.8,547.4,INR,PAID,0,2024-07-22
BILLDOC500484,BP100019,CA200018,BASIC,2024-08,76.11,537.06,INR,PAID,0,2024-08-22
BILLDOC500485,BP100019,CA200018,BASIC,2024-09,59.84,528.92,INR,PAID,0,2024-09-22
BILLDOC500486,BP100019,CA200018,BASIC,2024-10,105.09,551.54,INR,PAID,0,2024-10-22
BILLDOC500487,BP100019,CA200018,BASIC,2024-11,81.09,539.55,INR,OPEN,0,2024-11-22
BILLDOC500488,BP100019,CA200018,BASIC,2024-12,64.44,531.22,INR,OPEN,0,2024-12-22
BILLDOC500489,BP100019,CA200018,BASIC,2025-01,83.84,540.92,INR,PAID,0,2025-01-22
BILLDOC500490,BP100019,CA200018,BASIC,2025-02,72.96,535.48,INR,PAID,0,2025-02-22
BILLDOC500491,BP100019,CA200018,BASIC,2025-03,142.18,570.09,INR,OPEN,0,2025-03-22
BILLDOC500492,BP100019,CA200018,BASIC,2025-04,122.04,560.02,INR,PAID,0,2025-04-22
BILLDOC500493,BP100019,CA200018,BASIC,2025-05,99.8,548.9,INR,OVERDUE,0,2025-05-22
BILLDOC500494,BP100019,CA200018,BASIC,2025-06,137.0,567.5,INR,PAID,0,2025-06-22
BILLDOC500495,BP100019,CA200018,BASIC,2025-07,101.93,549.97,INR,PAID,0,2025-07-22
BILLDOC500496,BP100019,CA200018,BASIC,2025-08,78.47,538.23,INR,PAID,0,2025-08-22
BILLDOC500497,BP100019,CA200018,BASIC,2025-09,138.08,568.04,INR,PAID,0,2025-09-22
BILLDOC500498,BP100019,CA200018,BASIC,2025-10,113.47,555.74,INR,PAID,0,2025-10-22
BILLDOC500499,BP100019,CA200018,BASIC,2025-11,74.07,536.03,INR,OPEN,0,2025-11-22
BILLDOC500500,BP100019,CA200018,BASIC,2025-12,95.24,546.62,INR,PAID,0,2025-12-22
BILLDOC500501,BP100019,CA200018,BASIC,2026-01,78.11,538.05,INR,PAID,0,2026-01-22
BILLDOC500502,BP100019,CA200018,BASIC,2026-02,65.43,531.72,INR,PAID,0,2026-02-22
BILLDOC500503,BP100019,CA200018,BASIC,2026-03,123.15,560.58,INR,OVERDUE,0,2026-03-22
